-1.388356319432722197e+00,-9.309564777879210107e-01,3.281077557489185392e-01,7.106038191733100862e-02,1.322291664463437044e+00,6.031501412330041445e-01,-6.386948429142481620e-01,-2.595844545004346582e-01,1.792948451645767660e+00,-1.133364204983687840e+00
8.721560076223163760e-01,-1.181825831224746937e+00,3.281077557489185392e-01,7.106038191733100862e-02,5.612198307711213641e-01,1.231882314522550592e+00,-1.550671397367828552e+00,8.731746189011206638e-02,2.572086599709853871e+00,-1.133364204983687840e+00
3.030759812308377876e-01,-1.181825831224746937e+00,3.281077557489185392e-01,2.782314456166133931e-01,1.145819496119357517e+00,-3.399481187013156935e-01,-6.386948429142481620e-01,-3.463099335980713289e-01,-3.496814555304685324e-01,-5.460852123832742044e-02
-2.037020334189294513e+00,1.577737056580338137e+00,3.281077557489185392e-01,-3.432817454812338576e-01,4.406539634928888782e-01,-3.399481187013156935e-01,-6.386948429142481620e-01,-5.197608917933447259e-01,3.988761850157444139e-02,-4.861107947364716186e-01
6.204475344107002188e-01,-4.292177709142691588e-01,3.281077557489185392e-01,7.106038191733100862e-02,1.079504036255034688e-01,5.507557934588751536e-01,2.732817115393323393e-01,1.740429409877487510e-01,1.013810303581681893e+00,-3.008642147840715486e-01
-1.706487861964071095e+00,-1.056391154506334029e+00,3.281077557489185392e-01,7.106038191733100862e-02,9.113166319384227165e-01,2.887840545882308652e-01,-6.386948429142481620e-01,-2.595844545004346582e-01,1.013810303581681893e+00,-7.018619314855437663e-01
1.309909874077300529e+00,-4.292177709142691588e-01,3.281077557489185392e-01,1.106915700413743098e+00,-1.067111160488044774e+00,-5.757226836848956530e-01,-6.386948429142481620e-01,-5.197608917933447259e-01,-5.444659925464899741e-01,-1.624840896128634804e-01
3.030759812308377876e-01,-1.181825831224746937e+00,3.281077557489185392e-01,2.782314456166133931e-01,1.145819496119357517e+00,-2.613565970401223737e-01,-6.386948429142481620e-01,-6.064863708909813411e-01,4.294566925336174013e-01,-8.097374998600798124e-01
1.156696020818055670e+00,-5.291374075903030466e-02,3.281077557489185392e-01,7.106038191733100862e-02,-5.077578261118602665e-01,-2.558203205654243154e-02,2.732817115393323393e-01,8.731746189011206638e-02,-3.496814555304685324e-01,1.966151235487665627e-01
-4.616253042327116418e-01,-5.291374075903030466e-02,3.281077557489185392e-01,7.106038191733100862e-02,9.126711924541786036e-01,9.699105756519055266e-01,2.732817115393323393e-01,1.995278002038118892e+00,-1.548969185144470351e-01,2.478275168663061745e+00
-4.520494384040087410e-01,1.201433026425099193e+00,3.281077557489185392e-01,7.106038191733100862e-02,-2.675610448912572048e-01,-9.293845311602656478e-01,1.185258265992912952e+00,-6.064863708909813411e-01,-7.392505295625114714e-01,-3.957760995433681761e-01
