6.850365885336370253e-01,-6.499757102379179197e-02,-2.913246874683229626e-01,5.694384585049018233e-01,-7.978617115544915928e-01,-1.106049721899721394e+00,-7.830148488950017249e-01,-1.005886149121139939e+00,-9.954631469898646001e-01,-3.166690713385506561e-01
-2.120319156494560708e+00,-1.680271780295345296e+00,-2.573780633235377202e+00,-3.562644557330721384e-01,-1.233661403509940024e+00,-4.279810124678495309e-01,-1.496641878869519271e+00,-9.269294309050321035e-01,4.928235768873274192e-01,-1.425373310546086625e+00
-3.224186900198174749e-02,2.580572708305188812e-01,8.499032854152042127e-01,-5.619762144526219139e-01,1.199578918063090471e+00,2.783405598570168893e-01,6.442392110540335892e-01,7.311616516332316573e-01,6.281223699670721583e-01,4.651218492683688588e-01
-9.018313076439292697e-01,5.811121126848295404e-01,1.651665016850878964e-01,-6.648320938123967183e-01,7.809542744716365670e-01,1.097673583753862037e+00,2.071493271003068681e+00,1.441772115578201729e+00,-4.837159543165148873e-02,1.228578415825484438e+00
6.340301204422145176e-01,-7.111072547324132076e-01,-2.913246874683229626e-01,8.780060965842264586e-01,-8.220181530689359972e-01,-1.106049721899721394e+00,-7.830148488950017249e-01,-1.084842867337247663e+00,-8.601643539101198055e-01,-5.384099191800578721e-01
7.913000637240984458e-01,-3.880524128781024928e-01,8.499032854152042127e-01,-6.648320938123967183e-01,1.408352729382562174e+00,5.326163258939687895e-01,-7.830148488950017249e-01,7.311616516332316573e-01,-4.837159543165148873e-02,1.346387287472753380e+00
-6.364946301986549315e-01,1.227221796393450859e+00,-1.432552660351850138e+00,-6.648320938123967183e-01,-9.226740334993225323e-01,-4.279810124678495309e-01,-6.938781892048406785e-02,3.363780605526926482e-01,-8.601643539101198055e-01,1.109335707058394016e+00
1.855982551384657286e-01,1.550276638247761518e+00,8.499032854152042127e-01,-6.648320938123967183e-01,1.089047208921247734e+00,3.065934227500115572e-01,2.071493271003068681e+00,6.522049334171238222e-01,2.222259907278379687e-01,3.885246535995625083e-01
-3.930546688532322031e-01,1.227221796393450859e+00,-2.913246874683229626e-01,-6.648320938123967183e-01,5.392539168140415562e-01,7.586392290379260217e-01,6.442392110540335892e-01,8.890750880654472166e-01,8.692719764809324345e-02,8.923224510802417742e-01
-6.184620404693639273e-01,5.811121126848295404e-01,-9.760614711984392233e-01,-6.648320938123967183e-01,-7.043982674176163528e-01,7.021335032519366859e-01,-6.938781892048406785e-02,8.890750880654472166e-01,-9.954631469898646001e-01,1.898274706687942404e+00
7.579029715213821961e-01,-6.499757102379179197e-02,-2.913246874683229626e-01,6.722943378646767387e-01,-8.724610853462868576e-01,-3.149695608958709148e-01,-7.830148488950017249e-01,-6.900592762567087091e-01,3.575247838075826801e-01,-9.818916148630723040e-01
-1.146559311112872681e+00,1.227221796393450859e+00,1.651665016850878964e-01,-6.648320938123967183e-01,6.638762458882021544e-01,7.021335032519366859e-01,2.785120300977586449e+00,8.101183698493393814e-01,4.928235768873274192e-01,4.524232632506049456e-01
-5.901251137519074597e-01,-1.034162096586723756e+00,1.651665016850878964e-01,-5.619762144526219139e-01,6.366573554483007102e-01,1.191849793397177004e+00,-6.938781892048406785e-02,8.101183698493393814e-01,1.169317542286051115e+00,1.355870635774782396e-01
5.210872268112091144e-01,-6.499757102379179197e-02,8.499032854152042127e-01,-3.562644557330721384e-01,5.684346203164273303e-01,-1.181390689614373768e+00,-6.938781892048406785e-02,-8.479727126889242683e-01,-1.130761940069609395e+00,-1.929870524990415226e-01
4.300042480765280950e-01,1.873331480102072399e+00,-2.913246874683229626e-01,6.722943378646767387e-01,-8.628380871279707209e-01,-7.670153671837853793e-01,6.442392110540335892e-01,-1.005886149121139939e+00,-4.542679746708856436e-01,-9.053449268898793312e-01
-2.642504565011569717e-01,5.811121126848295404e-01,-1.432552660351850138e+00,1.186573734663551205e+00,-1.969776172221398225e+00,-1.106049721899721394e+00,-7.830148488950017249e-01,-1.321713021985571057e+00,-4.542679746708856436e-01,-1.203632462704579353e+00
1.067585099219300337e+00,9.041669545391401996e-01,8.499032854152042127e-01,6.722943378646767387e-01,-7.746645536813692168e-01,-8.046858510411116772e-01,-6.938781892048406785e-02,-9.269294309050321035e-01,-3.189691815911409600e-01,-8.722544563622920410e-01
-1.052371230830417392e+00,2.580572708305188812e-01,-2.913246874683229626e-01,-6.648320938123967183e-01,3.678780758107045856e-01,1.803995156078728401e+00,6.442392110540335892e-01,1.441772115578201729e+00,1.034018749206306431e+00,7.380209046433150455e-01
-3.533093690417362098e-01,-6.499757102379179197e-02,1.651665016850878964e-01,-6.648320938123967183e-01,6.219779029555501104e-01,2.369052413938621537e+00,6.442392110540335892e-01,1.678642270226525124e+00,2.251707886924009028e+00,2.069089513971961447e-01
-4.456067874928791306e-01,2.519441163810693496e+00,1.651665016850878964e-01,-6.648320938123967183e-01,5.692470301719532166e-01,7.021335032519366859e-01,2.785120300977586449e+00,1.046988524497662887e+00,8.692719764809324345e-02,8.172338004060893946e-01
1.131343184333577501e+00,-1.034162096586723756e+00,-2.913246874683229626e-01,2.729411925060174493e+00,-2.383250025965844898e+00,-7.670153671837853793e-01,-1.496641878869519271e+00,-1.163799585553355387e+00,8.692719764809324345e-02,-1.425373310546086625e+00
1.163222226890716193e+00,2.580572708305188812e-01,8.499032854152042127e-01,-6.648320938123967183e-01,1.058912110997266787e+00,6.644630193946106100e-01,-6.938781892048406785e-02,1.441772115578201729e+00,-4.837159543165148873e-02,1.825145502150397281e+00
