,Mean Squared Error,Mean Pinball Loss,Pinball Loss Penalize Under,Pinball Loss Penalize Over,Pinball Loss At Alpha,Mean Absolute Error,R2 Square,D2 Pinball,AIC,BIC,Under Allocations,Over Allocations,Correct Allocations,Miss Rate,Cross Validation
D0.50_pb0.50_e,0.17246212351483398,0.16115375013672092,0.0061447572345200395,0.3161627430389218,0.16115375013672092,0.32230750027344185,0.9351792085492724,0.7486556685755542,-33.8957149958192,-7.447662388563359,5,127,1333,0.0901023890784983,0.16822964231278337
