Span,Span_Len,Span_Max,Span_Min,Span_Std,Link,Link_Len,Link_Max,Link_Min,Link_Std,SNR,MF
56.8235294117647,34.0,80.0,41.0,13.14952602195517,12.5,4.0,16.0,9.0,3.0413812651491097,12.06,4
67.66666666666667,15.0,80.0,35.0,12.498888839501781,8.0,2.0,12.0,4.0,4.0,13.75,8
77.0,3.0,80.0,71.0,4.242640687119285,25.0,1.0,25.0,25.0,0.0,17.01,16
75.54166666666667,24.0,80.0,45.0,8.770115766371363,17.0,5.0,43.0,2.0,15.658863304850707,10.66,4
51.96153846153846,26.0,80.0,41.0,8.276383310967368,8.0,2.0,13.0,3.0,5.0,13.27,8
72.625,8.0,80.0,41.0,13.628439932728911,10.5,2.0,16.0,5.0,5.5,14.76,8
68.33333333333333,21.0,80.0,45.0,13.035969773534607,19.75,4.0,37.0,10.0,10.638961415476606,12.24,4
75.0,7.0,80.0,51.0,10.014275524755362,9.0,2.0,10.0,8.0,1.0,15.01,8
77.0,16.0,80.0,45.0,8.580501150865256,15.0,3.0,22.0,6.0,6.683312551921141,12.49,4
67.8125,16.0,80.0,35.0,11.035277239380985,7.0,3.0,15.0,1.0,5.887840577551898,12.82,8
71.16666666666667,24.0,80.0,45.0,8.624899355290408,13.0,4.0,20.0,8.0,4.415880433163924,11.75,4
63.93333333333333,15.0,80.0,45.0,13.901878370285873,15.75,4.0,21.0,7.0,5.261891294962297,13.55,8
77.0,16.0,80.0,45.0,8.580501150865256,14.333333333333334,3.0,21.0,8.0,5.312459150169743,12.47,4
72.1875,16.0,80.0,49.0,8.70501830842417,10.75,4.0,28.0,2.0,10.133484099755622,12.84,8
74.66666666666667,9.0,80.0,41.0,12.229290885229426,10.0,2.0,18.0,2.0,8.0,14.37,8
61.833333333333336,12.0,80.0,45.0,15.420945352200544,17.666666666666668,3.0,21.0,16.0,2.3570226039551585,14.13,8
71.16666666666667,24.0,80.0,45.0,8.624899355290408,13.0,4.0,20.0,7.0,4.636809247747852,11.75,4
67.26086956521739,23.0,80.0,35.0,10.313424730836937,6.333333333333333,3.0,11.0,1.0,4.109609335312651,12.05,4
77.0,3.0,80.0,71.0,4.242640687119285,19.0,1.0,19.0,19.0,0.0,17.04,16
75.0909090909091,11.0,80.0,51.0,10.448614918686987,13.0,2.0,16.0,10.0,3.0,13.87,8
77.0,16.0,80.0,45.0,8.580501150865256,13.0,3.0,20.0,7.0,5.354126134736337,12.74,4
64.75,4.0,70.0,49.0,9.093266739736606,13.0,1.0,13.0,13.0,0.0,17.06,16
49.608695652173914,23.0,50.0,41.0,1.8353800799309072,11.0,1.0,11.0,11.0,0.0,14.61,8
67.8125,16.0,80.0,35.0,11.035277239380985,6.0,3.0,10.0,1.0,3.7416573867739413,12.92,8
78.27272727272727,11.0,80.0,65.0,4.350358586911054,27.0,2.0,33.0,21.0,6.0,13.31,8
61.833333333333336,12.0,80.0,45.0,15.420945352200544,15.666666666666666,3.0,19.0,14.0,2.357022603955158,14.31,8
71.5,14.0,80.0,49.0,9.029712857323553,13.666666666666666,3.0,28.0,6.0,10.143416036468626,13.65,8
71.5,14.0,80.0,49.0,9.029712857323553,19.0,3.0,41.0,6.0,15.641824275533422,13.45,8
71.10526315789474,19.0,80.0,30.0,12.875495848774158,17.0,4.0,37.0,8.0,11.640446726822816,12.36,4
74.375,24.0,80.0,35.0,9.499177595981665,4.0,2.0,7.0,1.0,3.0,11.36,4
71.9090909090909,11.0,80.0,41.0,13.819975960080034,13.0,3.0,19.0,8.0,4.546060565661952,13.85,8
72.8,30.0,80.0,45.0,8.40396731708701,14.4,5.0,28.0,3.0,8.731551981177228,10.6,4
59.81818181818182,11.0,80.0,45.0,12.216368913121755,10.666666666666666,3.0,16.0,8.0,3.7712361663282534,14.82,8
72.07407407407408,27.0,80.0,35.0,10.309743417168361,18.4,5.0,37.0,11.0,9.850888284819801,11.08,4
75.0909090909091,11.0,80.0,51.0,10.448614918686987,11.0,2.0,14.0,8.0,3.0,13.74,8
64.23529411764706,17.0,70.0,35.0,8.84194157387662,9.5,2.0,14.0,5.0,4.5,13.79,8
75.0,7.0,80.0,51.0,10.014275524755362,9.0,2.0,10.0,8.0,1.0,14.86,8
77.25,12.0,80.0,47.0,9.12071817347735,2.0,2.0,2.0,2.0,0.0,13.53,8
54.55172413793103,29.0,80.0,41.0,11.833867840306107,8.0,2.0,8.0,8.0,0.0,12.77,4
77.0,2.0,80.0,74.0,3.0,11.0,1.0,11.0,11.0,0.0,17.38,16
75.54166666666667,24.0,80.0,45.0,8.770115766371363,13.0,5.0,33.0,2.0,12.361229712289955,11.15,4
74.66666666666667,9.0,80.0,41.0,12.229290885229426,17.5,2.0,32.0,3.0,14.5,14.51,8
66.73333333333333,15.0,80.0,45.0,15.255454397981362,20.0,3.0,27.0,12.0,6.164414002968976,13.71,8
72.1875,16.0,80.0,49.0,8.70501830842417,8.5,4.0,21.0,2.0,7.365459931328117,12.64,4
54.0,28.0,80.0,41.0,10.747092630102339,5.5,2.0,10.0,1.0,4.5,12.86,8
75.15789473684211,19.0,80.0,45.0,9.326042528965733,18.0,4.0,27.0,8.0,6.96419413859206,12.07,4
56.0,9.0,70.0,45.0,10.011104945120804,7.0,2.0,9.0,5.0,2.0,15.61,16
78.3125,16.0,80.0,65.0,4.4960920531056745,9.0,2.0,17.0,1.0,8.0,12.6,4
77.0,13.0,80.0,60.0,6.348833932911799,24.0,3.0,33.0,17.0,6.683312551921141,13.22,8
75.6,10.0,80.0,45.0,10.547037498748168,14.5,2.0,19.0,10.0,4.5,14.18,8
74.2,10.0,80.0,56.0,7.45385806143369,17.5,2.0,28.0,7.0,10.5,14.51,8
72.33333333333333,9.0,80.0,41.0,14.499042113954363,7.0,2.0,9.0,5.0,2.0,14.84,8
64.16666666666667,12.0,80.0,45.0,15.920810978785667,15.5,2.0,19.0,12.0,3.5,13.98,8
63.583333333333336,12.0,80.0,45.0,15.168269146111856,15.333333333333334,3.0,18.0,14.0,1.8856180831641267,14.06,8
67.26086956521739,23.0,80.0,35.0,10.313424730836937,8.666666666666666,3.0,17.0,0.0,6.944222218666553,12.44,4
74.2,5.0,80.0,51.0,11.6,0.0,1.0,0.0,0.0,0.0,16.51,16
77.0,18.0,80.0,45.0,8.51143022320247,21.0,3.0,35.0,9.0,10.708252269472673,12.01,4
72.625,8.0,80.0,41.0,13.628439932728911,14.0,2.0,19.0,9.0,5.0,14.72,8
66.5,20.0,80.0,45.0,13.86903024728117,17.5,4.0,27.0,10.0,6.87386354243376,12.6,4
70.95454545454545,22.0,80.0,35.0,11.05966164502691,14.0,3.0,16.0,11.0,2.160246899469287,11.92,4
